96.49 2010 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 40937 32 3 2 1 2 1
238.46 2010 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 40133 32 5 2 1 2 1
90.56 2010 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 44170 32 3 1 1 1 1
93.32 2010 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 42114 32 3 2 1 1 1
90.63 2010 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 44136 32 3 2 1 1 1
96.47 2010 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 37110 32 3 2 1 1 1
90.63 2010 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 41929 32 3 1 1 1 1
90.63 2010 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 41929 32 3 2 1 1 1
93.32 2010 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 37506 32 3 2 1 1 1
78.4 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 26148 32 2 2 1 1 1
88.74 2016 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 26482 45 3 2 1 1 1
83.88 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 28255 18 3 2 1 1 1
114.78 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 27444 32 3 2 1 2 1
115 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 26087 32 3 2 1 1 1
88.9 2016 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 25535 45 3 2 1 1 1
88.9 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 26435 45 3 2 1 1 1
71.79 2016 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 26118 32 2 1 1 1 1
71.83 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 26452 40 2 1 1 1 1
80.54 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 26323 40 2 2 1 1 1
78.4 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 27679 32 2 2 1 1 1
80.54 2016 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 29179 40 2 2 1 1 1
83.88 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 28613 18 3 2 1 1 1
88.9 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 30147 45 3 2 1 1 1
130.56 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 30561 45 4 2 1 2 1
80.54 2016 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 29675 40 2 1 1 1 1
73.6 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 28397 18 2 2 1 1 1
88.9 2016 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 28077 45 3 1 1 1 1
88.01 2016 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 20453 45 3 1 1 1 1
88.9 2016 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 28099 45 3 2 1 1 1
80.54 2016 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 23343 40 2 1 1 1 1
78 2016 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 23847 32 2 2 1 1 1
80.95 2016 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 23175 32 2 2 1 1 1
